"Equation","Excluded","F","df1","df2","p.F","sig.F","Chisq","df","p.Chisq","sig.Chisq","Causality"
"decSWs","SPD|clim",2.1314065474265,2,26,0.138941723099501,"   ",4.262813094853,2,0.118670261059879,"   ","decSWs <= SPD|clim"
"conSWs","SPD",0.44143555492025,1,26,0.51228036173991,"   ",0.44143555492025,1,0.506430386769019,"   ","conSWs <= SPD"
"conSWs","clim",2.474635650396,1,26,0.127787591237299,"   ",2.474635650396,1,0.115696250663033,"   ","conSWs <= clim"
"conSWs","SPD|clim",3.03672165105104,2,26,0.0652771062783624,".  ",6.07344330210209,2,0.0479919662894857,"*  ","conSWs <= SPD|clim"
"heaMMs","SPD",1.41670091476042,2,50,0.252078459690523,"   ",2.83340182952085,2,0.242512768893376,"   ","heaMMs <= SPD"
"heaMMs","clim",0.426696422624767,2,50,0.655015790158479,"   ",0.853392845249533,2,0.652661655468831,"   ","heaMMs <= clim"
"heaMMs","SPD|clim",0.899752534346507,4,50,0.471249286111245,"   ",3.59901013738603,4,0.462984164086845,"   ","heaMMs <= SPD|clim"
"araMMs","SPD",1.30469787563719,1,54,0.258396366414833,"   ",1.30469787563719,1,0.253356882377075,"   ","araMMs <= SPD"
"araMMs","clim",4.20871501006395,1,54,0.0450800960191475,"*  ",4.20871501006395,1,0.0402167915874349,"*  ","araMMs <= clim"
"araMMs","SPD|clim",2.14333719181605,2,54,0.127133803692203,"   ",4.28667438363211,2,0.117262860666469,"   ","araMMs <= SPD|clim"
"pasMMs","SPD",2.1834006694216,2,50,0.123283670352497,"   ",4.3668013388432,2,0.112657766660883,"   ","pasMMs <= SPD"
"pasMMs","clim",0.900116586438324,2,50,0.413006837341797,"   ",1.80023317287665,2,0.40652226199506,"   ","pasMMs <= clim"
"pasMMs","SPD|clim",1.54807963334399,4,50,0.202736711783841,"   ",6.19231853337596,4,0.185238796153533,"   ","pasMMs <= SPD|clim"
"wetmMMs","SPD",0.382841050654721,1,54,0.53868812482982,"   ",0.382841050654721,1,0.536086662443323,"   ","wetmMMs <= SPD"
"wetmMMs","clim",1.33663689413621,1,54,0.252717409020349,"   ",1.33663689413621,1,0.247627930577407,"   ","wetmMMs <= clim"
"wetmMMs","SPD|clim",0.707598634309086,2,54,0.49733801695534,"   ",1.41519726861817,2,0.492826233651438,"   ","wetmMMs <= SPD|clim"
"wetwMMs","SPD",3.6898571948554,1,54,0.0600304422507701,".  ",3.6898571948554,1,0.0547443031452854,".  ","wetwMMs <= SPD"
"wetwMMs","clim",1.9354309471292,1,54,0.169871064014861,"   ",1.9354309471292,1,0.1641654946872,"   ","wetwMMs <= clim"
"wetwMMs","SPD|clim",4.98635729822444,2,54,0.0102984641204892,"*  ",9.97271459644888,2,0.00683050070635769,"** ","wetwMMs <= SPD|clim"
"decMMs","SPD",4.18719072564222,1,54,0.0456124238273689,"*  ",4.18719072564222,1,0.0407305389166942,"*  ","decMMs <= SPD"
"decMMs","clim",3.17738751284804,1,54,0.08028598754049,".  ",3.17738751284804,1,0.0746640174341265,".  ","decMMs <= clim"
"decMMs","SPD|clim",2.46871487309945,2,54,0.0942039949336712,".  ",4.9374297461989,2,0.0846936311572883,".  ","decMMs <= SPD|clim"
"conMMs","SPD",9.48504996748063,1,54,0.00325474897595172,"** ",9.48504996748063,1,0.00207152972175916,"** ","conMMs <= SPD"
"conMMs","clim",9.16684667776502,1,54,0.00377300988997377,"** ",9.16684667776502,1,0.00246438830657015,"** ","conMMs <= clim"
"conMMs","SPD|clim",5.62269281952116,2,54,0.0060504384893838,"** ",11.2453856390423,2,0.00361489373448055,"** ","conMMs <= SPD|clim"
"heaMWs","SPD",1.51626043450136,2,50,0.229452777945272,"   ",3.03252086900273,2,0.219531305558658,"   ","heaMWs <= SPD"
"heaMWs","clim",3.19381965059334,2,50,0.049505366890674,"*  ",6.38763930118667,2,0.0410149087390231,"*  ","heaMWs <= clim"
"heaMWs","SPD|clim",3.97737301496615,4,50,0.00704352867054451,"** ",15.9094920598646,4,0.00314304766598368,"** ","heaMWs <= SPD|clim"
"araMWs","SPD",0.0985808319127825,1,54,0.754749145725329,"   ",0.0985808319127825,1,0.753539383850677,"   ","araMWs <= SPD"
"araMWs","clim",1.09691158628241,1,54,0.299610205330798,"   ",1.09691158628241,1,0.29494488241923,"   ","araMWs <= clim"
"araMWs","SPD|clim",0.552740859591477,2,54,0.578591204831056,"   ",1.10548171918295,2,0.575370637093633,"   ","araMWs <= SPD|clim"
"pasMWs","SPD",0.736065331992011,3,46,0.535903601129693,"   ",2.20819599597603,3,0.530335820359046,"   ","pasMWs <= SPD"
"pasMWs","clim",1.78756144322217,3,46,0.162759610889358,"   ",5.36268432966651,3,0.147086225884229,"   ","pasMWs <= clim"
"pasMWs","SPD|clim",1.48882626619477,6,46,0.203165378971737,"   ",8.93295759716861,6,0.177383744384027,"   ","pasMWs <= SPD|clim"
"wetmMWs","SPD",2.71192570199082,3,46,0.0557651459598839,".  ",8.13577710597246,3,0.0432873847980084,"*  ","wetmMWs <= SPD"
"wetmMWs","clim",0.314387175199372,3,46,0.814880244940583,"   ",0.943161525598115,3,0.815001393116496,"   ","wetmMWs <= clim"
"wetmMWs","SPD|clim",1.59268226340454,6,46,0.170846206105413,"   ",9.55609358042725,6,0.144633899015638,"   ","wetmMWs <= SPD|clim"
"wetwMWs","SPD",1.76711481327598,1,54,0.18932853509855,"   ",1.76711481327598,1,0.183739547033764,"   ","wetwMWs <= SPD"
"wetwMWs","clim",4.09119278424576,1,54,0.0480710918876739,"*  ",4.09119278424576,1,0.0431072110700411,"*  ","wetwMWs <= clim"
"wetwMWs","SPD|clim",2.18864004650358,2,54,0.121912261876371,"   ",4.37728009300717,2,0.112069053731381,"   ","wetwMWs <= SPD|clim"
"decMWs","SPD",0.377973155345462,1,54,0.541272052078905,"   ",0.377973155345462,1,0.53868997028764,"   ","decMWs <= SPD"
"decMWs","clim",0.0938502836423124,1,54,0.760516312817704,"   ",0.0938502836423124,1,0.759338221777613,"   ","decMWs <= clim"
"decMWs","SPD|clim",0.372219239143423,2,54,0.690957549852664,"   ",0.744438478286847,2,0.689203125656548,"   ","decMWs <= SPD|clim"
"conMWs","SPD",3.18409832727223,1,54,0.0799763383476431,".  ",3.18409832727223,1,0.0743580100872185,".  ","conMWs <= SPD"
"conMWs","clim",0.00850469447548011,1,54,0.926863813159196,"   ",0.00850469447548011,1,0.926522532664688,"   ","conMWs <= clim"
"conMWs","SPD|clim",2.01498003550998,2,54,0.143225444353481,"   ",4.02996007101997,2,0.133323065066381,"   ","conMWs <= SPD|clim"
"heaSEs","SPD",1.65851740951607,1,46,0.204244851581009,"   ",1.65851740951607,1,0.197803619180169,"   ","heaSEs <= SPD"
"heaSEs","clim",3.10067550038231,1,46,0.0849065841636285,".  ",3.10067550038231,1,0.0782598152416021,".  ","heaSEs <= clim"
"heaSEs","SPD|clim",2.81210321769732,2,46,0.0704372167745718,".  ",5.62420643539464,2,0.0600785012527366,".  ","heaSEs <= SPD|clim"
"araSEs","SPD",0.315529327590076,3,38,0.814040802995819,"   ",0.946587982770227,3,0.814172944777288,"   ","araSEs <= SPD"
"araSEs","clim",0.160869606423452,3,38,0.921998714996508,"   ",0.482608819270355,3,0.922695224996272,"   ","araSEs <= clim"
"araSEs","SPD|clim",0.236811661596259,6,38,0.96166163786092,"   ",1.42086996957755,6,0.964576573483823,"   ","araSEs <= SPD|clim"
"pasSEs","SPD",0.479435046661475,1,46,0.492159104980622,"   ",0.479435046661475,1,0.488678328752908,"   ","pasSEs <= SPD"
"pasSEs","clim",0.666805279265075,1,46,0.418376585534128,"   ",0.666805279265075,1,0.414167654314398,"   ","pasSEs <= clim"
"pasSEs","SPD|clim",0.610774881991841,2,46,0.547273852055544,"   ",1.22154976398368,2,0.542929999354045,"   ","pasSEs <= SPD|clim"
"wetmSEs","SPD",0.654266871918046,1,46,0.422755257406059,"   ",0.654266871918046,1,0.418591279669266,"   ","wetmSEs <= SPD"
"wetmSEs","clim",2.02615939382567,1,46,0.161358498505159,"   ",2.02615939382567,1,0.154610886704884,"   ","wetmSEs <= clim"
"wetmSEs","SPD|clim",1.30346515928407,2,46,0.281430813899391,"   ",2.60693031856814,2,0.271589061262359,"   ","wetmSEs <= SPD|clim"
"wetwSEs","SPD",0.617962668294646,1,46,0.435836291789405,"   ",0.617962668294646,1,0.431805380155142,"   ","wetwSEs <= SPD"
"wetwSEs","clim",0.219444690957699,1,46,0.641675671564275,"   ",0.219444690957699,1,0.639463362092752,"   ","wetwSEs <= clim"
"wetwSEs","SPD|clim",0.367010690907531,2,46,0.694812481537351,"   ",0.734021381815061,2,0.692802238320133,"   ","wetwSEs <= SPD|clim"
"decSEs","SPD",0.570588563079572,1,46,0.453875702748734,"   ",0.570588563079572,1,0.45002513185469,"   ","decSEs <= SPD"
"decSEs","clim",2.31456902836761,1,46,0.135011798438829,"   ",2.31456902836761,1,0.128166819073,"   ","decSEs <= clim"
"decSEs","SPD|clim",1.25405880901341,2,46,0.294916060626773,"   ",2.50811761802683,2,0.285344285348781,"   ","decSEs <= SPD|clim"
"conSEs","SPD",0.440729072756415,3,38,0.725201591268731,"   ",1.32218721826925,3,0.72387136581035,"   ","conSEs <= SPD"
"conSEs","clim",0.658208642372105,3,38,0.582853059504087,"   ",1.97462592711632,3,0.577689856381787,"   ","conSEs <= clim"
"conSEs","SPD|clim",0.594076925484902,6,38,0.733024091942618,"   ",3.56446155290941,6,0.735374553907855,"   ","conSEs <= SPD|clim"
"heaNs","SPD",5.69890249087056,1,61,0.0200900551052031,"*  ",5.69890249087056,1,0.0169755245709305,"*  ","heaNs <= SPD"
"heaNs","clim",3.8922361106544,1,61,0.0530462406801052,".  ",3.8922361106544,1,0.0485097955957292,"*  ","heaNs <= clim"
"heaNs","SPD|clim",3.07827573516764,2,61,0.0532554638681228,".  ",6.15655147033528,2,0.0460385709387751,"*  ","heaNs <= SPD|clim"
"araNs","SPD",0.754042676535272,2,57,0.475095183611136,"   ",1.50808535307054,2,0.47046078236433,"   ","araNs <= SPD"
"araNs","clim",0.662557120283113,2,57,0.519456087880626,"   ",1.32511424056623,2,0.515531371831817,"   ","araNs <= clim"
"araNs","SPD|clim",1.55927690929798,4,57,0.197590881614484,"   ",6.23710763719193,4,0.182126872747859,"   ","araNs <= SPD|clim"
"pasNs","SPD",0.475338695014135,1,61,0.493155747839739,"   ",0.475338695014135,1,0.490541317419687,"   ","pasNs <= SPD"
"pasNs","clim",0.0298488118356171,1,61,0.863405699055588,"   ",0.0298488118356171,1,0.862833722781274,"   ","pasNs <= clim"
